,Title,Ingredients,Servings,Difficulty,Calories,Fats/g,Protein/g,Carbs/g,Time,URL,Ingredients_parsed,Ingredients_final
798,Neck fillet steak,"['4 higher-welfare pork neck fillet steaks', 'olive oil', '2 cloves garlic , peeled and crushed', '1 handful fresh sage leaves , chopped', 'sea salt', 'freshly ground black pepper', '1 lemon']",4,Super easy,262.0,13.9,33.3,1.0,20 minutes plus resting time,https://www.jamieoliver.com/recipes/pork-recipes/neck-fillet-steak/,higher welfare pork neck fillet steak olive oil clove garlic peeled and crushed handful fresh sage leaf chopped sea salt freshly ground black pepper lemon,pork neck garlic crushed sage lemon
799,My favourite ribollita (La mia ribollita preferita),"['310 g zolfini or cannellini beans , fresh, or dried and soaked overnight', '1 bay leaf', '1 ripe tomato', '1 small potato', '2 small red onions', '2 carrots', '3 cloves of garlic', '3 sticks of celery', 'olive oil', '1 pinch of ground fennel seeds', '1 pinch of dried red chilli', '1 x 400 g tin of good-quality plum tomatoes', '310 g cavolo nero', '2 large handfuls of good-quality stale bread', 'extra virgin olive oil']",4,Super easy,397.0,21.8,12.3,40.3,1 hour 35 minutes,https://www.jamieoliver.com/recipes/vegetables-recipes/my-favourite-ribollita-la-mia-ribollita-preferita/,zolfini or cannellini bean or dried and soaked overnight bay leaf ripe tomato small potato small red onion carrot clove garlic stick celery olive oil ground fennel seed dried red chilli tin good quality plum tomato cavolo nero large handful good quality stale bread extra virgin olive oil,zolfini cannellini soaked overnight tomato potato onion carrot garlic celery fennel tomato cavolo nero stale
800,My favourite paella,"['olive oil', '2 raw iberico chorizo sausages , approximately 250g in total, thickly sliced', '300 g higher-welfare pork belly , skin removed, cut into 1cm pieces', '1 green pepper , deseeded and roughly chopped', '1 red pepper , deseeded and roughly chopped', '5 cloves garlic , peeled and roughly chopped', '1 onion , peeled and roughly chopped', '½ a bunch fresh flat-leaf parsley (15g) , leaves picked and roughly chopped, stalks finely chopped', '1 good pinch saffron', '400 g clams or mussels , from sustainable sources, ask your fishmonger, scrubbed clean and debearded', '300 g paella rice', '200 g jarred red peppers in oil, drained and torn into pieces', '400 g tinned chopped tomatoes', '1 litre organic chicken or vegetable stock', '12 large prawns , from sustainable sources, ask your fishmonger, shells on', '150 g squid , from sustainable sources, ask your fishmonger, cleaned and finely sliced', '150 g green beans , sliced very thinly at an angle', '1 lemon , cut into wedges']",6 to 8,Super easy,822.0,49.8,38.3,55.6,1 hour 10 minutes,https://www.jamieoliver.com/recipes/seafood-recipes/my-favourite-paella/,olive oil raw iberico chorizo sausage approximately thickly sliced higher welfare pork belly skin cut into piece green pepper deseeded and roughly chopped red pepper deseeded and roughly chopped clove garlic peeled and roughly chopped onion peeled and roughly chopped a bunch fresh flat leaf parsley leaf picked and roughly stalk finely chopped good saffron clam or mussel from sustainable ask your scrubbed clean and debearded paella rice jarred red pepper drained and torn into piece tinned chopped tomato organic chicken or vegetable stock large prawn from sustainable ask your shell on squid from sustainable ask your cleaned and finely sliced green bean sliced very thinly at an angle lemon cut into wedge,iberico chorizo sausage approximately thickly pork belly garlic onion clam mussel scrubbed clean debearded paella rice jarred torn tomato chicken prawn shell squid cleaned very thinly at an angle lemon wedge
801,Moroccan-style lamb burgers,"['600 g quality lamb shoulder , minced', 'olive oil', '6 burger buns', '6 heaped tablespoons natural yoghurt', '1 heaped tablespoon harissa paste', '1 lemon', 'extra virgin olive oil', '½ a bunch of fresh mint , (15g)', 'DRY RUB', '½ teaspoon cumin seeds', '1 teaspoon ground coriander', '1 teaspoon ras el hanout , or garam masala', '1-2 teaspoons sweet smoked paprika']",6,Super easy,496.0,25.7,27.0,41.7,25 minutes,https://www.jamieoliver.com/recipes/lamb-recipes/moroccan-style-lamb-burgers/,quality lamb shoulder minced olive oil burger bun natural yoghurt harissa paste lemon extra virgin olive oil a bunch fresh mint dry rub cumin seed ground coriander ra el hanout or garam masala sweet smoked paprika,lamb burger bun yoghurt harissa lemon mint rub cumin coriander ra el hanout paprika
802,Moroccan lamb stew,"['1 bunch of fresh rosemary', '10 cm piece of ginger', '½ teaspoon cumin seeds', '1 tablespoon coriander seeds', '1 teaspoon fennel seeds', '3-4 small dried chillies', 'extra virgin olive oil', '4 small quality lamb neck fillets', '4 sweet potatoes', '2 red onions', '4 cloves of garlic', '12 ripe plum tomatoes', '1 cinnamon stick', '2 bay leaves', '1 handful of dried apricots', '350 g couscous', 'red or white wine vinegar', '1 big bunch of fresh coriander', '4 tablespoons fat-free natural yoghurt']",4,Not too tricky,720.0,19.9,35.3,91.9,1 hour 35 minutes,https://www.jamieoliver.com/recipes/lamb-recipes/moroccan-lamb-stew/,bunch fresh rosemary piece ginger cumin seed coriander seed fennel seed small dried chilli extra virgin olive oil small quality lamb neck fillet sweet potato red onion clove garlic ripe plum tomato cinnamon stick bay leaf handful dried apricot couscous red or white wine vinegar big bunch fresh coriander fat free natural yoghurt,rosemary ginger cumin coriander fennel lamb neck potato onion garlic tomato cinnamon apricot wine coriander yoghurt
803,Melt-in-your-mouth shin stew,"['olive oil', '2 red onions , peeled and roughly chopped', '3 carrots , peeled and roughly chopped', '3 sticks celery , trimmed and roughly chopped', '4 cloves garlic , unpeeled', 'a few sprigs fresh rosemary', '2 bay leaves', '1 small handful dried porcini', '1 stick cinnamon', '1 kg quality shin of beef , bone removed, trimmed and cut into 5cm pieces', 'sea salt', 'freshly ground black pepper', '1 tablespoon flour', '2 x 400 g good-quality tinned plum tomatoes', '⅔ bottle Chianti']",4,Super easy,734.0,13.1,41.0,13.9,3 hours 25 minutes,https://www.jamieoliver.com/recipes/beef-recipes/melt-in-your-mouth-shin-stew/,olive oil red onion peeled and roughly chopped carrot peeled and roughly chopped stick celery trimmed and roughly chopped clove garlic unpeeled a few sprig fresh rosemary bay leaf small handful dried porcini stick cinnamon quality shin beef bone trimmed and cut into piece sea salt freshly ground black pepper flour good quality tinned plum tomato bottle chianti,onion carrot celery garlic unpeeled rosemary porcini cinnamon shin beef tomato bottle chianti
804,Mediterranean braised lamb and couscous,"['1 small onion , peeled and sliced', 'light olive oil or vegetable oil', '500 g quality shoulder or leg of lamb , diced into small pieces', '1 clove garlic , peeled and crushed', '1 red pepper , diced', '1 teaspoon tomato puree', '400 g tomato base sauce , or a 400g tin of plum tomatoes', '400 ml water', '2 sprigs fresh basil , shredded', 'salt', 'For the couscous', '125 g couscous', '150 g organic vegetable stock']",4,Super easy,487.0,26.0,28.9,31.9,1 hour 50 minutes,https://www.jamieoliver.com/recipes/lamb-recipes/mediterranean-braised-lamb-and-couscous/,small onion peeled and sliced light olive oil or vegetable oil quality shoulder or leg lamb diced into small piece clove garlic peeled and crushed red pepper diced tomato puree tomato base sauce or a tin plum tomato water sprig fresh basil shredded salt for the couscous couscous organic vegetable stock,onion lamb diced garlic crushed diced tomato tomato base tomato water basil shredded
805,Mediterranean-style herring linguine,"['500 g dried linguine', '2 cloves of garlic', '1 fresh red chilli', '½ a bunch fresh flat-leaf parsley , (15g)', 'olive oil', '1 tablespoon baby capers', '4 x 40 g herring fillets , skin on, scaled, pin-boned, from sustainable sources', '1 handful of ripe cherry tomatoes , on the vine', '1 lemon', '1 knob unsalted butter , optional', 'extra virgin olive oil']",4,Super easy,334.0,17.3,22.1,21.2,20 minutes,https://www.jamieoliver.com/recipes/pasta-recipes/mediterranean-style-herring-linguine/,dried linguine clove garlic fresh red chilli a bunch fresh flat leaf parsley olive oil baby caper herring fillet skin pin from sustainable source handful ripe cherry tomato on the vine lemon knob unsalted butter optional extra virgin olive oil,linguine garlic herring tomato vine lemon butter
806,Mediterranean-style dab,"['2 whole dab , from sustainable sources, ask your fishmonger, skin on and gutted', 'olive oil', '4 rashers higher-welfare smoked streaky bacon', '1 tablespoon pine nuts', 'sea salt', 'freshly ground black pepper', '1 small bunch fresh flat-leaf parsley , roughly chopped', '1 lemon', '8 cherry tomatoes, on the vine , halved or quartered', '1 small handful black olives , stone in', '2 large handfuls salad leaves, such as rocket radicchio and chicory , washed and spun dry', 'balsamic vinegar', 'extra virgin olive oil']",2,Super easy,720.0,39.6,86.5,2.5,30 minutes,https://www.jamieoliver.com/recipes/fish-recipes/mediterranean-style-dab/,dab from sustainable ask your skin on and gutted olive oil rasher higher welfare smoked streaky bacon pine nut sea salt freshly ground black pepper small bunch fresh flat leaf parsley roughly chopped lemon cherry on the vine halved or quartered small handful black olive stone large handful salad such a rocket radicchio and chicory washed and spun dry balsamic vinegar extra virgin olive oil,dab gutted bacon lemon vine quartered stone rocket radicchio chicory spun
807,Mackerel pasta salad,"['4 handfuls of green beans', '400 g farfalle or other dried pasta', '2 handfuls of black olives , (stone in)', '1 lemon', 'extra virgin olive oil', '1 jar of quality mackerel , from sustainable sources', '400 g ripe cherry tomatoes', '½ a bunch of fresh flat-leaf parsley , (15g)']",4,Super easy,713.0,33.6,25.4,82.2,30 minutes,https://www.jamieoliver.com/recipes/pasta-recipes/mackerel-pasta-salad/,handful green bean farfalle or other dried pasta handful black olive lemon extra virgin olive oil jar quality mackerel from sustainable source ripe cherry tomato a bunch fresh flat leaf parsley,farfalle other pasta lemon jar mackerel tomato
808,Macaroni cheese,"['500 g quality macaroni', 'olive oil', '½ a bunch of fresh marjoram or oregano (15g) , leaves picked', '75 g Parmesan cheese , freshly grated, plus extra for grating', '75 g fontina or Taleggio cheese , roughly torn', '75 g mascarpone cheese', '1 whole nutmeg , for grating', '1 small ball buffalo mozzarella cheese']",6,Super easy,489.0,17.6,20.4,62.1,35 minutes,https://www.jamieoliver.com/recipes/pasta-recipes/macaroni-cheese/,quality macaroni olive oil a bunch fresh marjoram or oregano leaf picked parmesan cheese freshly plus extra for grating fontina or taleggio cheese roughly torn mascarpone cheese nutmeg for grating small ball buffalo mozzarella cheese,macaroni marjoram oregano parmesan cheese fontina taleggio cheese torn mascarpone cheese nutmeg ball buffalo cheese
809,Louie and Gennaro’s ‘ultimate’ cheeseburgers,"['olive oil', '2 large onions , peeled and finely sliced', '600 g quality minced chuck steak', 'sea salt', 'freshly ground black pepper', '1 bunch fresh thyme , tied together', ""French's yellow mustard"", '4 thin slices good melting cheese, such as Cheddar', '8 rashers higher-welfare smoked streaky bacon', '4 sesame seed buns , halved', 'For the mayo', '200 g low-fat mayonnaise , made with free-range eggs', ""2 teaspoons gentleman's relish"", '1 lemon']",4,Super easy,664.0,39.3,48.9,27.6,1 hour 15 minutes,https://www.jamieoliver.com/recipes/beef-recipes/louie-and-gennaro-s-ultimate-cheeseburgers/,olive oil large onion peeled and finely sliced quality minced chuck steak sea salt freshly ground black pepper bunch fresh thyme tied together yellow mustard thin good melting such a cheddar rasher higher welfare smoked streaky bacon sesame seed bun halved for the mayo low fat mayonnaise made with free range egg relish lemon,onion chuck thyme tied together mustard thin melting cheddar bacon bun mayo mayonnaise made egg relish lemon
810,Lemon linguine,"['500 g dried linguine', '3 Sicilian lemons', 'extra virgin olive oil', '125 g Parmesan cheese', '1 bunch of fresh basil', '1 handful of rocket']",6,Super easy,467.0,17.8,18.6,56.7,20 minutes,https://www.jamieoliver.com/recipes/pasta-recipes/lemon-linguine/,dried linguine sicilian lemon extra virgin olive oil parmesan cheese bunch fresh basil handful rocket,linguine sicilian lemon parmesan cheese basil rocket
811,Leigh-on-Sea sole,"['125 g fresh cockles or small clams , from sustainable sources, ask your fishmonger', '2 rashers higher-welfare smoked streaky bacon', 'olive oil', '2 sprigs fresh rosemary', '1 small knob butter', '2 x 450 g Dover sole , from sustainable sources, ask your fishmonger, skinned', '50 g peeled brown shrimps or small prawns , from sustainable sources, ask your fishmonger', '1 small bunch fresh chives', '2 lemons']",2,Super easy,501.0,28.0,57.5,2.9,25 minutes,https://www.jamieoliver.com/recipes/fish-recipes/leigh-on-sea-sole/,fresh cockle or small clam from sustainable ask your fishmonger rasher higher welfare smoked streaky bacon olive oil sprig fresh rosemary small knob butter dover sole from sustainable ask your skinned peeled brown shrimp or small prawn from sustainable ask your fishmonger small bunch fresh chive lemon,cockle clam bacon rosemary butter dover sole skinned shrimp prawn lemon
